object name,library name,text,rodata,data,bss,code,flash,ram
syn_filt_neon.s.obj,lib\libaudio_core.a,188,0,0,0,188,188,0
synthesis_amr_wb.cpp.obj,lib\libaudio_core.a,1206,32,0,0,1238,1238,0
ton_stab.cpp.obj,lib\libaudio_core.a,282,0,0,0,282,282,0
updt_tar.c.obj,lib\libaudio_core.a,68,0,0,0,68,68,0
util.c.obj,lib\libaudio_core.a,70,0,0,0,70,70,0
vad1.cpp.obj,lib\libaudio_core.a,3286,0,0,0,3286,3286,0
voAMRWBEnc.c.obj,lib\libaudio_core.a,7312,124,0,0,7436,7436,0
voice_factor.cpp.obj,lib\libaudio_core.a,378,0,0,0,378,378,0
voicefac.c.obj,lib\libaudio_core.a,318,0,0,0,318,318,0
wb_syn_filt.cpp.obj,lib\libaudio_core.a,982,0,0,0,982,982,0
wb_vad.c.obj,lib\libaudio_core.a,2516,0,0,0,2516,2516,0
weight_a.c.obj,lib\libaudio_core.a,80,0,0,0,80,80,0
weight_a.cpp.obj,lib\libaudio_core.a,42,0,0,0,42,42,0
weight_amrwb_lpc.cpp.obj,lib\libaudio_core.a,72,0,0,0,72,72,0
window_tab.cpp.obj,lib\libaudio_core.a,0,1440,0,0,1440,1440,0
wmf_to_ets.cpp.obj,lib\libaudio_core.a,108,0,0,0,108,108,0
wrapper.c.obj,lib\libaudio_core.a,200,0,0,0,200,200,0
wrapper.cpp.obj,lib\libaudio_core.a,468,8,0,0,476,476,0
audio_decoder.c.obj,lib\libaudio_media.a,202,0,0,4,202,202,4
audio_encoder.c.obj,lib\libaudio_media.a,156,0,0,0,156,156,0
block_device.c.obj,lib\libbdev.a,52,0,0,0,52,52,0
partition_block_device.c.obj,lib\libbdev.a,184,0,0,0,184,184,0
flash_block_device_v2.c.obj,lib\libbdev_core.a,2932,20,0,0,2952,2952,0
quec_boot_pin_power_domain.c.obj,lib\libboot_ex_spi6nor.a,514,29,0,0,543,543,0
quec_spi6_ext_norflash_cfg.c.obj,lib\libboot_ex_spi6nor.a,1116,285,162,6,1401,1563,168
crypto.c.obj,lib\libcalclib.a,74,0,0,0,74,74,0
sha256_mbedtls.c.obj,lib\libcalclib.a,70,0,0,0,70,70,0
simage.c.obj,lib\libcalclib.a,1122,0,0,0,1122,1122,0
simage_mbedtls.c.obj,lib\libcalclib.a,644,8,0,0,652,652,0
sm3.c.obj,lib\libcalclib.a,796,0,0,352,796,796,352
crc32.c.obj,lib\libcalclib_crc.a,252,1280,0,0,1532,1532,0
cfw_chset.c.obj,lib\libcfw.a,888,0,0,0,888,888,0
cfw_dispatch.c.obj,lib\libcfw.a,828,32,0,4,860,860,4
cfw_event_names.c.obj,lib\libcfw.a,8,1,0,0,9,9,0
cfw_general.c.obj,lib\libcfw.a,72,12,0,0,84,84,0
cfw_aom_sche.c.obj,lib\libcfw_core_modem_lte_lib.a,6994,4550,1,736,11544,11545,737
cfw_aom_util.c.obj,lib\libcfw_core_modem_lte_lib.a,1300,0,0,1148,1300,1300,1148
cfw_bal_app.c.obj,lib\libcfw_core_modem_lte_lib.a,64,0,0,8,64,64,8
cfw_bal_init.c.obj,lib\libcfw_core_modem_lte_lib.a,806,41,2,12,847,849,14
cfw_cc_main.c.obj,lib\libcfw_core_modem_lte_lib.a,8034,34,0,1,8068,8068,1
cfw_cc_tools.c.obj,lib\libcfw_core_modem_lte_lib.a,15298,175,0,0,15473,15473,0
cfw_cfg_cm.c.obj,lib\libcfw_core_modem_lte_lib.a,924,8,0,0,932,932,0
cfw_cfg_general.c.obj,lib\libcfw_core_modem_lte_lib.a,1564,66,4,0,1630,1634,4
cfw_cfg_init.c.obj,lib\libcfw_core_modem_lte_lib.a,96,0,0,0,96,96,0
cfw_cfg_main.c.obj,lib\libcfw_core_modem_lte_lib.a,250,5109,42,8,5359,5401,50
cfw_cfg_nw.c.obj,lib\libcfw_core_modem_lte_lib.a,2016,13,0,16,2029,2029,16
cfw_cfg_sim.c.obj,lib\libcfw_core_modem_lte_lib.a,388,4,0,384,392,392,384
cfw_cfg_sms.c.obj,lib\libcfw_core_modem_lte_lib.a,2712,46,0,72,2758,2758,72
cfw_emod_loct.c.obj,lib\libcfw_core_modem_lte_lib.a,1392,68,0,0,1460,1460,0
cfw_emod_tsm_api.c.obj,lib\libcfw_core_modem_lte_lib.a,544,53,0,0,597,597,0
cfw_emod_tsm_data_parse.c.obj,lib\libcfw_core_modem_lte_lib.a,1774,0,0,0,1774,1774,0
cfw_emod_tsm_proc.c.obj,lib\libcfw_core_modem_lte_lib.a,1360,0,0,0,1360,1360,0
cfw_gprs_main.c.obj,lib\libcfw_core_modem_lte_lib.a,25306,330,68,1745,25636,25704,1813
cfw_gprs_tool.c.obj,lib\libcfw_core_modem_lte_lib.a,3182,0,0,0,3182,3182,0
cfw_lgw_main.c.obj,lib\libcfw_core_modem_lte_lib.a,1472,68,0,0,1540,1540,0
cfw_md5.c.obj,lib\libcfw_core_modem_lte_lib.a,2000,0,64,0,2000,2064,64
cfw_nv.c.obj,lib\libcfw_core_modem_lte_lib.a,3142,299,0,2164,3441,3441,2164
cfw_nw_main.c.obj,lib\libcfw_core_modem_lte_lib.a,23820,908,5,82,24728,24733,87
cfw_nw_tool.c.obj,lib\libcfw_core_modem_lte_lib.a,222,0,0,0,222,222,0
cfw_psm.c.obj,lib\libcfw_core_modem_lte_lib.a,2116,86,4,1794,2202,2206,1798
cfw_rpc_ap.c.obj,lib\libcfw_core_modem_lte_lib.a,1220,0,0,4,1220,1220,4
cfw_shell_main.c.obj,lib\libcfw_core_modem_lte_lib.a,5208,195,3,113,5403,5406,116
cfw_sim.c.obj,lib\libcfw_core_modem_lte_lib.a,4486,5437,76,0,9923,9999,76
cfw_sim_boot_api.c.obj,lib\libcfw_core_modem_lte_lib.a,18916,1056,3272,11,19972,23244,3283
cfw_sim_boot_pro.c.obj,lib\libcfw_core_modem_lte_lib.a,11802,131,18,575,11933,11951,593
cfw_sim_chv_api.c.obj,lib\libcfw_core_modem_lte_lib.a,2294,167,12,0,2461,2473,12
cfw_sim_chv_pro.c.obj,lib\libcfw_core_modem_lte_lib.a,2580,0,0,0,2580,2580,0
cfw_sim_mis_api.c.obj,lib\libcfw_core_modem_lte_lib.a,3524,487,0,45,4011,4011,45
cfw_sim_mis_pro.c.obj,lib\libcfw_core_modem_lte_lib.a,10910,69,0,5,10979,10979,5
cfw_sim_pbk_api.c.obj,lib\libcfw_core_modem_lte_lib.a,836,234,0,0,1070,1070,0
cfw_sim_pbk_pro.c.obj,lib\libcfw_core_modem_lte_lib.a,3344,484,0,0,3828,3828,0
cfw_sim_sat.c.obj,lib\libcfw_core_modem_lte_lib.a,18390,60,6,138,18450,18456,144
cfw_sim_sat_api.c.obj,lib\libcfw_core_modem_lte_lib.a,2200,42,0,8,2242,2242,8
cfw_sim_sat_pro.c.obj,lib\libcfw_core_modem_lte_lib.a,2284,0,1,0,2284,2285,1
cfw_sim_sms_api.c.obj,lib\libcfw_core_modem_lte_lib.a,2508,310,0,0,2818,2818,0
cfw_sim_sms_pro.c.obj,lib\libcfw_core_modem_lte_lib.a,10136,413,0,8,10549,10549,8
cfw_sms_db.c.obj,lib\libcfw_core_modem_lte_lib.a,1530,41,4,0,1571,1575,4
cfw_sms_main.c.obj,lib\libcfw_core_modem_lte_lib.a,11764,1028,1,4,12792,12793,5
cfw_sms_mmi.c.obj,lib\libcfw_core_modem_lte_lib.a,2432,142,0,11,2574,2574,11
cfw_sms_tool.c.obj,lib\libcfw_core_modem_lte_lib.a,13276,371,0,0,13647,13647,0
cfw_ss_main.c.obj,lib\libcfw_core_modem_lte_lib.a,13648,10946,0,0,24594,24594,0
cfw_task.c.obj,lib\libcfw_core_modem_lte_lib.a,512,9,0,14,521,521,14
cfw_usim_pro.c.obj,lib\libcfw_core_modem_lte_lib.a,2962,5,0,0,2967,2967,0
sms_dm_local.c.obj,lib\libcfw_core_modem_lte_lib.a,38,0,0,0,38,38,0
sms_dm_nv.c.obj,lib\libcfw_core_modem_lte_lib.a,1324,14,0,14,1338,1338,14
sprd_ce.c.obj,lib\libcrypto.a,3874,226,0,20,4100,4100,20
sprd_crypto.c.obj,lib\libcrypto.a,588,283,0,80,871,871,80
sprd_ecc_core.c.obj,lib\libcrypto.a,5046,0,0,0,5046,5046,0
sprd_ecc_pka.c.obj,lib\libcrypto.a,424,0,0,0,424,424,0
sprd_pal_plat.c.obj,lib\libcrypto.a,36,0,0,0,36,36,0
sprd_pka.c.obj,lib\libcrypto.a,308,0,0,0,308,308,0
sprd_queue.c.obj,lib\libcrypto.a,164,122,0,0,286,286,0
sprd_sm2_core.c.obj,lib\libcrypto.a,5224,0,0,0,5224,5224,0
sprd_utils.c.obj,lib\libcrypto.a,26,0,0,0,26,26,0
diag.c.obj,lib\libdiag.a,1072,0,0,4132,1072,1072,4132
diag_at.c.obj,lib\libdiag.a,336,0,0,0,336,336,0
diag_camera.c.obj,lib\libdiag.a,754,12,0,60,766,766,60
diag_charge.c.obj,lib\libdiag.a,274,0,0,0,274,274,0
diag_current_test.c.obj,lib\libdiag.a,200,0,0,4,200,200,4
diag_debug_readwrite.c.obj,lib\libdiag.a,502,0,0,2048,502,502,2048
diag_log.c.obj,lib\libdiag.a,44,0,0,0,44,44,0
diag_nvm.c.obj,lib\libdiag.a,1580,22,0,536,1602,1602,536
diag_runmode.c.obj,lib\libdiag.a,456,0,0,0,456,456,0
diag_swver.c.obj,lib\libdiag.a,160,159,0,0,319,319,0
diag_sys.c.obj,lib\libdiag.a,2102,0,0,0,2102,2102,0
layer1_diag.c.obj,lib\libdiag.a,388,0,0,0,388,388,0
drv_axidma_8850.c.obj,lib\libdriver.a,800,16,0,156,816,816,156
drv_camera.c.obj,lib\libdriver.a,1422,0,0,12,1422,1422,12
drv_debug_ifc_uart.c.obj,lib\libdriver.a,1796,36,0,4,1832,1832,4
drv_debug_port.c.obj,lib\libdriver.a,106,0,0,4,106,106,4
drv_debug_userial.c.obj,lib\libdriver.a,2862,148,696,0,3010,3706,696
drv_debughost.c.obj,lib\libdriver.a,1360,36,0,608,1396,1396,608
drv_efuse_8850.c.obj,lib\libdriver.a,276,0,0,0,276,276,0
drv_gpio_8850.c.obj,lib\libdriver.a,1396,16,0,244,1412,1412,244
drv_gpt_8850.c.obj,lib\libdriver.a,1334,16,0,396,1350,1350,396
drv_host_cmd.c.obj,lib\libdriver.a,532,0,0,0,532,532,0
drv_host_cmd_rw.c.obj,lib\libdriver.a,428,0,0,0,428,428,0
drv_i2c.c.obj,lib\libdriver.a,2044,337,0,84,2381,2381,84
drv_ifc.c.obj,lib\libdriver.a,776,304,36,5,1080,1116,41
drv_ifc_uart.c.obj,lib\libdriver.a,4456,342,8,2,4798,4806,10
drv_keypad.c.obj,lib\libdriver.a,546,0,2,12,546,548,14
drv_lcd.c.obj,lib\libdriver.a,2180,194,16,200,2374,2390,216
drv_lcd_st7789h2.c.obj,lib\libdriver.a,1452,40,32,0,1492,1524,32
drv_lcd_st7789v.c.obj,lib\libdriver.a,1448,414,32,0,1862,1894,32
drv_lcd_v2.c.obj,lib\libdriver.a,2596,0,0,64,2596,2596,64
drv_md_nvm.c.obj,lib\libdriver.a,1004,27,0,24,1031,1031,24
drv_modem_log_buf.c.obj,lib\libdriver.a,246,27,0,0,273,273,0
drv_pmic_intr_8850.c.obj,lib\libdriver.a,688,0,0,292,688,688,292
drv_ps_path_md.c.obj,lib\libdriver.a,294,0,0,4532,294,294,4532
drv_pwrkey_2720.c.obj,lib\libdriver.a,272,0,0,16,272,272,16
drv_rng.c.obj,lib\libdriver.a,96,0,8,0,96,104,8
drv_rtc.c.obj,lib\libdriver.a,2632,92,0,72,2724,2724,72
drv_rtc.pb.c.obj,lib\libdriver.a,0,120,0,0,120,120,0
drv_rtc_8850.c.obj,lib\libdriver.a,640,0,0,0,640,640,0
drv_serial.c.obj,lib\libdriver.a,670,36,4,360,706,710,364
drv_spi_8850.c.obj,lib\libdriver.a,4630,305,0,465,4935,4935,465
drv_usb_8850.cpp.obj,lib\libdriver.a,1552,11,0,4,1563,1563,4
drv_wdt_uip8850.c.obj,lib\libdriver.a,426,14,0,16,440,440,16
ecm_data.c.obj,lib\libdriver.a,678,0,0,0,678,678,0
f_ecm.c.obj,lib\libdriver.a,1696,196,119,0,1892,2011,119
f_rndis.c.obj,lib\libdriver.a,2096,106,98,0,2202,2300,98
f_serial.c.obj,lib\libdriver.a,986,68,8,0,1054,1062,8
rndis.c.obj,lib\libdriver.a,1680,112,0,0,1792,1792,0
rndis_data.c.obj,lib\libdriver.a,906,0,0,0,906,906,0
udc.c.obj,lib\libdriver.a,412,0,0,512,412,412,512
udc_dwc.c.obj,lib\libdriver.a,7000,211,1,1760,7211,7212,1761
usb_composite_device.c.obj,lib\libdriver.a,2328,19,24,0,2347,2371,24
usb_ether.c.obj,lib\libdriver.a,2936,65,0,0,3001,3001,0
usb_platform_8850.c.obj,lib\libdriver.a,638,0,0,0,638,638,0
usb_serial.c.obj,lib\libdriver.a,3652,63,0,0,3715,3715,0
camera_bf20a6.c.obj,lib\libdriver_camera.a,2022,592,120,1,2614,2734,121
camera_bf30a2.c.obj,lib\libdriver_camera.a,2028,247,120,1,2275,2395,121
camera_gc0310.c.obj,lib\libdriver_camera.a,3134,1255,120,4,4389,4509,124
camera_gc032a.c.obj,lib\libdriver_camera.a,2010,689,120,1,2699,2819,121
image_sensor.c.obj,lib\libdriver_camera.a,1104,56,17,88,1160,1177,105
drv_adc_8850.c.obj,lib\libdriver_charge_adc.a,1712,0,23,10,1712,1735,33
drv_charger_8850.c.obj,lib\libdriver_charge_adc.a,3734,161,48,260,3895,3943,308
drv_lcd_cfg.c.obj,lib\libdriver_lcd.a,292,36,22,0,328,350,22
drv_lcd_gc9305.c.obj,lib\libdriver_lcd.a,1884,40,32,3,1924,1956,35
drv_lcd_st7567a.c.obj,lib\libdriver_lcd.a,680,447,0,0,1127,1127,0
drv_lcd_st7735s.c.obj,lib\libdriver_lcd.a,1544,40,32,0,1584,1616,32
drv_host_cmd_sys.c.obj,lib\libdrv_host.a,1476,0,0,0,1476,1476,0
drv_efuse.c.obj,lib\libefuse_secure.a,150,0,0,4,150,150,4
drv_secure_8850.c.obj,lib\libefuse_secure.a,722,0,2,0,722,724,2
fatfs_portable.c.obj,lib\libfatfs.a,534,686,0,24,1220,1220,24
fatfs_vfs.c.obj,lib\libfatfs.a,346,21,1,0,367,368,1
ff.c.obj,lib\libfatfs.a,6420,122,0,531,6542,6542,531
compress_sfile.c.obj,lib\libfs.a,496,5,0,0,501,501,0
sffs_vfs.c.obj,lib\libfs.a,1068,116,0,0,1184,1184,0
vfs.c.obj,lib\libfs.a,4184,59,192,137,4243,4435,329
partinfo.bin.S.obj,lib\libfs_partinfo.a,352,0,0,0,352,352,0
ql_fs_part_info.c.obj,lib\libfs_partinfo.a,16,0,0,0,16,16,0
fs_mount.c.obj,lib\libfsmount.a,1476,38,1,12,1514,1515,13
fupdate_app.c.obj,lib\libfupdate_core.a,1950,8,0,0,1958,1958,0
fupdate_common.c.obj,lib\libfupdate_core.a,1102,64,16,0,1166,1182,16
fupdate_security_app.c.obj,lib\libfupdate_security_app.a,4,0,0,0,4,4,0
fupdate_security_pack.c.obj,lib\libfupdate_security_app.a,168,16,0,1,184,184,1
hal_adi_bus.c.obj,lib\libhal.a,568,4,0,0,572,572,0
hal_blue_screen.c.obj,lib\libhal.a,172,16,94,0,188,282,94
hal_bscore.c.obj,lib\libhal.a,1028,8,0,0,1036,1036,0
hal_chip.c.obj,lib\libhal.a,1930,29,712,0,1959,2671,712
hal_clock_init.c.obj,lib\libhal.a,1724,4,0,0,1728,1728,0
hal_cp_ctrl.c.obj,lib\libhal.a,1144,118,0,0,1262,1262,0
hal_efuse.c.obj,lib\libhal.a,288,0,0,0,288,288,0
hal_efuse_cache.c.obj,lib\libhal.a,1088,24,0,1244,1112,1112,1244
hal_gouda.c.obj,lib\libhal.a,2084,0,5,27,2084,2089,32
hal_hw_map.c.obj,lib\libhal.a,52,1576,0,0,1628,1628,0
hal_hwspinlock.c.obj,lib\libhal.a,166,0,0,0,166,166,0
hal_lzma.c.obj,lib\libhal.a,494,0,0,0,494,494,0
hal_pmu.c.obj,lib\libhal.a,8126,353,8,5,8479,8487,13
hal_sim.c.obj,lib\libhal.a,356,80,0,0,436,436,0
hal_iomux.c.obj,lib\libhal_prop.a,1124,1070,1076,1464,2194,3270,2540
hal_mmu.c.obj,lib\libhal_prop.a,896,32,0,0,928,928,0
hal_shmem_region.c.obj,lib\libhal_prop.a,1096,100,0,8,1196,1196,8
ql_hal_spi_flash_prop.c.obj,lib\libhal_prop.a,32,3,584,8,35,619,592
ids.c.obj,lib\libids_core.a,3586,663,0,92,4249,4249,92
cJSON.c.obj,lib\libjson.a,4154,39,12,8,4193,4205,20
osi_boot.c.obj,lib\libkernel.a,3498,13,0,12897,3511,3511,12897
osi_chip.c.obj,lib\libkernel.a,512,11,0,16,523,523,16
osi_clock.c.obj,lib\libkernel.a,690,0,0,40,690,690,40
osi_cxxabi.cpp.obj,lib\libkernel.a,44,0,0,0,44,44,0
osi_idle.c.obj,lib\libkernel.a,8,0,0,0,8,8,0
osi_sleep.c.obj,lib\libkernel.a,3814,172,0,28748,3986,3986,28748
osi_sysnv.c.obj,lib\libkernel.a,1016,16,28,28,1032,1060,56
osi_sysnv.pb.c.obj,lib\libkernel.a,0,260,0,0,260,260,0
osi_time.c.obj,lib\libkernel.a,1398,12,0,24,1410,1410,24
panel_gc9305.c.obj,lib\liblcdpanel.a,1150,55,0,0,1205,1205,0
panel_gc9306.c.obj,lib\liblcdpanel.a,1150,55,0,0,1205,1205,0
def.c.obj,lib\liblwip.a,66,0,0,0,66,66,0
dhcp.c.obj,lib\liblwip.a,6174,721,0,63,6895,6895,63
dns.c.obj,lib\liblwip.a,7898,744,0,2659,8642,8642,2659
err.c.obj,lib\liblwip.a,60,445,0,0,505,505,0
etharp.c.obj,lib\liblwip.a,2612,502,0,242,3114,3114,242
ethernet.c.obj,lib\liblwip.a,580,108,0,0,688,688,0
icmp.c.obj,lib\liblwip.a,808,192,0,0,1000,1000,0
icmp6.c.obj,lib\liblwip.a,816,169,0,0,985,985,0
if_api.c.obj,lib\liblwip.a,4,0,0,0,4,4,0
inet_chksum.c.obj,lib\liblwip.a,442,0,0,0,442,442,0
init.c.obj,lib\liblwip.a,38,0,0,0,38,38,0
ip.c.obj,lib\liblwip.a,90,24,0,68,114,114,68
ip4.c.obj,lib\liblwip.a,1556,103,0,6,1659,1659,6
ip4_addr.c.obj,lib\liblwip.a,638,99,0,16,737,737,16
ip4_frag.c.obj,lib\liblwip.a,2456,446,0,7,2902,2902,7
ip4_nat.c.obj,lib\liblwip.a,4582,136,6,32,4718,4724,38
ip6.c.obj,lib\liblwip.a,3530,92,0,0,3622,3622,0
ip6_addr.c.obj,lib\liblwip.a,836,32,0,40,868,868,40
ip6_frag.c.obj,lib\liblwip.a,2708,311,0,11,3019,3019,11
lwiperf.c.obj,lib\liblwip.a,2346,2010,0,4,4356,4356,4
mem.c.obj,lib\liblwip.a,140,114,0,0,254,254,0
memp.c.obj,lib\liblwip.a,234,565,0,0,799,799,0
mld6.c.obj,lib\liblwip.a,1368,0,0,1,1368,1368,1
nd6.c.obj,lib\liblwip.a,7432,91,8,2276,7523,7531,2284
netdb.c.obj,lib\liblwip.a,1134,0,0,317,1134,1134,317
netif.c.obj,lib\liblwip.a,3118,799,0,449,3917,3917,449
pbuf.c.obj,lib\liblwip.a,2514,911,0,1,3425,3425,1
raw.c.obj,lib\liblwip.a,1968,234,0,4,2202,2202,4
sockets.c.obj,lib\liblwip.a,23592,3585,12,724,27177,27189,736
tcp.c.obj,lib\liblwip.a,9008,2199,6,24,11207,11213,30
tcp_in.c.obj,lib\liblwip.a,9124,917,0,58,10041,10041,58
tcp_out.c.obj,lib\liblwip.a,7410,1860,0,0,9270,9270,0
tcpip.c.obj,lib\liblwip.a,476,208,0,8,684,684,8
timeouts.c.obj,lib\liblwip.a,204,209,0,4,413,413,4
udp.c.obj,lib\liblwip.a,3932,710,2,4,4642,4644,6
lz4.c.obj,lib\liblz4.a,3528,64,0,0,3592,3592,0
lz4lite.c.obj,lib\liblz4.a,162,0,0,0,162,162,0
mal_cfw.c.obj,lib\libmal.a,316,0,0,0,316,316,0
mal_engine.c.obj,lib\libmal.a,340,41,0,4,381,381,4
mal_sms.c.obj,lib\libmal.a,632,0,0,4,632,632,4
arc4.c.obj,lib\libmbedtls.a,164,0,0,0,164,164,0
asn1parse.c.obj,lib\libmbedtls.a,968,0,0,0,968,968,0
asn1write.c.obj,lib\libmbedtls.a,608,0,0,0,608,608,0
base64.c.obj,lib\libmbedtls.a,580,0,0,0,580,580,0
bignum.c.obj,lib\libmbedtls.a,8758,672,0,0,9430,9430,0
blowfish.c.obj,lib\libmbedtls.a,934,4168,0,0,5102,5102,0
camellia.c.obj,lib\libmbedtls.a,2222,1304,0,0,3526,3526,0
ccm.c.obj,lib\libmbedtls.a,1082,0,0,0,1082,1082,0
chacha20.c.obj,lib\libmbedtls.a,1092,0,0,0,1092,1092,0
chachapoly.c.obj,lib\libmbedtls.a,746,0,0,0,746,746,0
cipher.c.obj,lib\libmbedtls.a,2276,0,0,0,2276,2276,0
cipher_wrap.c.obj,lib\libmbedtls.a,762,3348,0,0,4110,4110,0
constant_time.c.obj,lib\libmbedtls.a,1436,0,0,0,1436,1436,0
ctr_drbg.c.obj,lib\libmbedtls.a,1076,0,0,0,1076,1076,0
des.c.obj,lib\libmbedtls.a,3202,2176,0,0,5378,5378,0
dhm.c.obj,lib\libmbedtls.a,1370,0,0,0,1370,1370,0
ecdh.c.obj,lib\libmbedtls.a,808,0,0,0,808,808,0
ecdsa.c.obj,lib\libmbedtls.a,1574,17,0,0,1591,1591,0
ecdsa_sm2.c.obj,lib\libmbedtls.a,532,192,4,0,724,728,4
ecp.c.obj,lib\libmbedtls.a,6968,396,0,18,7364,7364,18
ecp_curves.c.obj,lib\libmbedtls.a,5786,2276,28,0,8062,8090,28
entropy.c.obj,lib\libmbedtls.a,690,0,0,0,690,690,0
entropy_poll.c.obj,lib\libmbedtls.a,70,0,0,0,70,70,0
gcm.c.obj,lib\libmbedtls.a,1686,128,0,0,1814,1814,0
havege.c.obj,lib\libmbedtls.a,3632,0,0,0,3632,3632,0
hmac_drbg.c.obj,lib\libmbedtls.a,702,0,0,0,702,702,0
mbed_aes.c.obj,lib\libmbedtls.a,4400,0,0,8748,4400,4400,8748
mbed_debug.c.obj,lib\libmbedtls.a,1406,186,0,4,1592,1592,4
mbed_sha256.c.obj,lib\libmbedtls.a,2408,256,0,0,2664,2664,0
md.c.obj,lib\libmbedtls.a,1096,126,0,0,1222,1222,0
md5.c.obj,lib\libmbedtls.a,2730,0,0,0,2730,2730,0
net_sockets.c.obj,lib\libmbedtls.a,1424,0,0,0,1424,1424,0
oid.c.obj,lib\libmbedtls.a,906,4962,0,0,5868,5868,0
pem.c.obj,lib\libmbedtls.a,1384,150,0,0,1534,1534,0
pk.c.obj,lib\libmbedtls.a,734,27,0,0,761,761,0
pk_wrap.c.obj,lib\libmbedtls.a,714,236,0,0,950,950,0
pkcs12.c.obj,lib\libmbedtls.a,1160,0,0,0,1160,1160,0
pkcs5.c.obj,lib\libmbedtls.a,794,10,0,0,804,804,0
pkparse.c.obj,lib\libmbedtls.a,3438,291,0,0,3729,3729,0
pkwrite.c.obj,lib\libmbedtls.a,520,0,0,0,520,520,0
platform.c.obj,lib\libmbedtls.a,56,0,8,0,56,64,8
platform_util.c.obj,lib\libmbedtls.a,44,0,4,0,44,48,4
poly1305.c.obj,lib\libmbedtls.a,1488,0,0,0,1488,1488,0
ripemd160.c.obj,lib\libmbedtls.a,5804,64,0,0,5868,5868,0
rsa.c.obj,lib\libmbedtls.a,6822,0,0,0,6822,6822,0
rsa_internal.c.obj,lib\libmbedtls.a,1520,55,0,0,1575,1575,0
sha1.c.obj,lib\libmbedtls.a,4512,0,0,0,4512,4512,0
sha512.c.obj,lib\libmbedtls.a,4504,640,0,0,5144,5144,0
ssl_ciphersuites.c.obj,lib\libmbedtls.a,214,10858,0,596,11072,11072,596
ssl_cli.c.obj,lib\libmbedtls.a,11482,5202,0,0,16684,16684,0
ssl_msg.c.obj,lib\libmbedtls.a,15542,7154,0,0,22696,22696,0
ssl_srv.c.obj,lib\libmbedtls.a,11236,4328,0,0,15564,15564,0
ssl_tls.c.obj,lib\libmbedtls.a,13102,2879,51,0,15981,16032,51
timing.c.obj,lib\libmbedtls.a,190,0,0,20,190,190,20
version.c.obj,lib\libmbedtls.a,6,0,0,0,6,6,0
x509.c.obj,lib\libmbedtls.a,2402,69,0,0,2471,2471,0
x509_crt.c.obj,lib\libmbedtls.a,6844,2216,0,0,9060,9060,0
ml.c.obj,lib\libml.a,420,0,0,4,420,420,4
ml_cp936.c.obj,lib\libml.a,216,15920,24,0,16136,16160,24
ml_gsm.c.obj,lib\libml.a,236,532,24,0,768,792,24
ml_ira.c.obj,lib\libml.a,60,0,24,0,60,84,24
ml_iso8859_1.c.obj,lib\libml.a,46,0,24,0,46,70,24
ml_utf16.c.obj,lib\libml.a,300,0,48,0,300,348,48
ml_utf8.c.obj,lib\libml.a,370,0,24,0,370,394,24
pb_common.c.obj,lib\libnanopb.a,204,0,0,0,204,204,0
pb_decode.c.obj,lib\libnanopb.a,2946,361,0,0,3307,3307,0
pb_encode.c.obj,lib\libnanopb.a,1746,193,0,0,1939,1939,0
pb_util.c.obj,lib\libnanopb.a,204,0,0,0,204,204,0
dhcp_reply.c.obj,lib\libnet.a,2424,1078,0,2,3502,3502,2
lwip_data_event.c.obj,lib\libnet.a,484,0,0,8,484,484,8
nd6_reply.c.obj,lib\libnet.a,3276,274,50,200,3550,3600,250
netdev_interface.c.obj,lib\libnet.a,2770,61,44,45,2831,2875,89
netdev_interface_nat_lan.c.obj,lib\libnet.a,2270,74,0,76,2344,2344,76
netif_gprs.c.obj,lib\libnet.a,2290,41,0,6123,2331,2331,6123
netif_nat_lan_lwip.c.obj,lib\libnet.a,1524,149,0,6104,1673,1673,6104
netif_nat_wan.c.obj,lib\libnet.a,2380,139,0,0,2519,2519,0
netif_psm.c.obj,lib\libnet.a,1628,38,0,5,1666,1666,5
netmain.c.obj,lib\libnet.a,778,88,0,4,866,866,4
netutils.c.obj,lib\libnet.a,134,0,0,0,134,134,0
nonip.c.obj,lib\libnet.a,272,0,0,224,272,272,224
ppp6_reply.c.obj,lib\libnet.a,696,0,0,0,696,696,0
ppp_interface.c.obj,lib\libnet.a,6,0,0,0,6,6,0
cfw_sockets_api.c.obj,lib\libnet_src_lwip.a,2300,0,0,576,2300,2300,576
lwipports.c.obj,lib\libnet_src_lwip.a,946,0,0,24,946,946,24
nvm.c.obj,lib\libnvm.a,2276,1506,0,0,3782,3782,0
nvm_deltanv.c.obj,lib\libnvm.a,1878,106,0,3,1984,1984,3
nvm_imei.c.obj,lib\libnvm.a,302,0,0,0,302,302,0
quec_customer_cfg.c.obj,lib\liboql_core_drv.a,0,479,85,1,479,564,86
quec_internal_cfg.c.obj,lib\liboql_core_drv.a,0,249,258,0,249,507,258
quec_pin_cfg_EG800G.c.obj,lib\liboql_core_drv.a,0,1187,0,0,1187,1187,0
quec_pin_init.c.obj,lib\liboql_core_drv.a,248,20,0,0,268,268,0
quec_virt_func_bsp.c.obj,lib\liboql_core_virt_func.a,46,0,0,5,46,46,5
quec_virt_func_bt.c.obj,lib\liboql_core_virt_func.a,10,0,0,1,10,10,1
quec_virt_func_modem.c.obj,lib\liboql_core_virt_func.a,152,0,0,9,152,152,9
